x,y
-7.9471307,9.311621
-7.9470153,9.31196
-7.946975,9.309975
-7.9468074,9.311212
-7.9465632,9.311147
-7.94289,9.313638
-14.900974,-2.9659643
-14.900966,-2.965002
-14.9009905,-2.9659653
-14.900952,-2.9653804
-14.901021,-2.965811
-14.900925,-2.9659925
-14.901035,-2.9659438
-14.9010315,-2.965901
-14.901162,-2.9658265
-14.900995,-2.9658673
17.459606,16.915695
17.460293,16.915928
17.460707,16.914673
17.460104,16.915346
17.457932,16.917185
17.457699,16.917585
17.456085,16.91927
17.458504,16.916777
17.457455,16.917658
17.45812,16.916294
23.325827,12.973501
23.326206,12.973729
23.326239,12.973634
23.326183,12.973366
23.326317,12.973649
23.32609,12.973439
23.326298,12.97409
23.326109,12.973502
23.325533,12.973235
23.326214,12.973426
-3.8882442,21.867031
-3.8881273,21.866533
-3.8887897,21.866741
-3.8883135,21.866768
-3.8880956,21.866617
-3.8861167,21.863876
-3.8875532,21.86562
-3.888099,21.866585
-3.888223,21.866638
-3.8877554,21.866032
-14.077258,14.865598
-14.077256,14.865638
-14.077124,14.865779
-14.077279,14.865615
-14.077175,14.865668
-14.077234,14.865573
-14.077232,14.865957
-14.077286,14.865628
-14.077216,14.865643
-14.077627,14.865438
13.69566,-13.977675
13.695745,-13.977735
13.694093,-13.977989
13.696356,-13.977415
13.695937,-13.977524
13.695654,-13.977706
13.696331,-13.977615
13.695867,-13.977712
13.695765,-13.977728
13.696147,-13.978095
1.0905293,22.066076
1.09146,22.066093
1.090882,22.066086
1.0903401,22.066
1.0908394,22.066196
1.0899177,22.065866
1.0907341,22.065924
1.0910192,22.0663
1.0864761,22.067902
1.0901906,22.066006
5.5970426,5.6864767
5.597549,5.6873975
5.596651,5.6879425
5.597852,5.686678
5.5982203,5.68733
5.5974483,5.68712
5.5975413,5.686958
5.5974107,5.6871586
5.597813,5.6878257
5.5972233,5.6874833
-11.2995,2.62665
-11.303727,2.630104
-11.299691,2.625461
-11.299322,2.6262531
-11.299416,2.6265206
-11.299102,2.626058
-11.299773,2.6269562
-11.29925,2.6266658
-11.295364,2.619044
-11.299691,2.6269362
14.481752,10.040907
14.483562,10.025567
14.483536,10.025289
14.483336,10.023592
14.48441,10.026689
14.48366,10.024228
14.48401,10.026613
14.483328,10.026214
14.483916,10.026639
14.4805155,10.027665
-11.093797,15.0501795
-11.0941725,15.050326
-11.0933075,15.050391
-11.093826,15.050395
-11.093801,15.0503645
-11.093517,15.048376
-11.092994,15.049853
-11.093884,15.050505
-11.093752,15.050305
-11.093786,15.050275
20.317198,-12.266996
20.31739,-12.267099
20.317225,-12.266641
20.317217,-12.2669735
20.317175,-12.266926
20.317167,-12.266886
20.317245,-12.266986
20.317327,-12.267124
20.317236,-12.266973
20.317175,-12.266847
21.098967,-5.350813
21.10016,-5.350504
21.09923,-5.350889
21.0997,-5.3509183
21.09978,-5.350603
21.100546,-5.351297
21.099453,-5.3506675
21.102043,-5.349688
21.098661,-5.350746
21.099342,-5.3504558
4.488164,-3.0675268
4.4898314,-3.0650306
4.489115,-3.0628543
4.4887986,-3.063587
4.4894004,-3.062231
4.489604,-3.0617654
4.489033,-3.0636678
4.4891376,-3.06367
4.4892683,-3.0624278
4.48936,-3.0630412
18.694725,-7.4447837
18.69521,-7.444526
18.694502,-7.4447427
18.694578,-7.444794
18.6945,-7.4448028
18.694536,-7.4449673
18.693588,-7.4449387
18.694544,-7.4447856
18.694382,-7.445002
18.694632,-7.4448605
22.025425,-4.640916
22.039267,-4.6379857
22.026337,-4.640422
22.03594,-4.633215
22.025913,-4.640559
22.025526,-4.640979
22.027308,-4.6396956
22.025753,-4.640756
22.031246,-4.6377583
22.025635,-4.640939
10.830173,-17.659756
10.83011,-17.659805
10.829918,-17.660007
10.830065,-17.659962
10.830499,-17.659914
10.830115,-17.659748
10.830124,-17.659746
10.830116,-17.659742
10.830146,-17.659798
10.830116,-17.659746
0.042853903,-11.597013
0.043168925,-11.597061
0.04307828,-11.597026
0.04408826,-11.597925
0.042953975,-11.597147
0.043203518,-11.5971775
0.042889178,-11.5969925
0.043200765,-11.597254
0.043269023,-11.597334
0.043178182,-11.5973015
4.5777345,4.5777283
4.5812883,4.591356
4.57795,4.577108
4.577862,4.578005
4.5786114,4.5796123
4.5749054,4.586398
4.5779524,4.5770097
4.5776496,4.576942
4.57795,4.5789185
4.57851,4.5784407
6.0695734,-8.025631
6.0698276,-8.025729
6.068967,-8.025484
6.069641,-8.025454
6.0698905,-8.025659
6.069639,-8.026079
6.069913,-8.025727
6.069805,-8.025885
6.06913,-8.025055
6.069693,-8.025598
-3.1871893,27.79228
-3.1871834,27.792315
-3.1871948,27.792286
-3.1873806,27.792364
-3.1871893,27.792265
-3.1872103,27.79229
-3.1872196,27.792297
-3.1871889,27.792337
-3.1871998,27.792305
-3.1871955,27.792292
-2.458995,10.522103
-2.4853125,10.54858
-2.4834201,10.546795
-2.48514,10.547969
-2.4883645,10.5471
-2.4857855,10.547655
-2.4847314,10.547573
-2.4850984,10.548537
-2.4847593,10.546633
-2.4856107,10.548469
-18.815458,2.1351838
-18.815418,2.1351848
-18.815409,2.135183
-18.815334,2.1351235
-18.815413,2.1351905
-18.815443,2.1351879
-18.81542,2.1352005
-18.815495,2.1352277
-18.81542,2.135193
-18.815447,2.1352136
4.917964,9.392266
4.9320846,9.401958
4.9187965,9.392386
4.9029446,9.405123
4.9221873,9.394414
4.9190755,9.38569
4.922364,9.392291
4.91783,9.395356
4.922085,9.392887
4.923569,9.390585
-4.9170337,2.7277277
-4.919057,2.7298198
-4.918201,2.7308736
-4.918654,2.729423
-4.919009,2.7288935
-4.918709,2.7305968
-4.919009,2.7277086
-4.9190755,2.7300906
-4.9385033,2.7096627
-4.920004,2.729833
5.5044365,-4.664086
5.504989,-4.663445
5.5046434,-4.6641817
5.505979,-4.6648097
5.504698,-4.664154
5.504519,-4.6641803
5.504591,-4.6642485
5.5040646,-4.664171
5.504687,-4.66411
5.5045695,-4.664087
2.7648163,2.3069642
2.7657316,2.307104
2.7660172,2.3064513
2.7661645,2.3066735
2.7648919,2.3068943
2.7573578,2.314503
2.764524,2.306908
2.7563124,2.308323
2.765192,2.3071828
2.7653751,2.308093
-9.660574,6.0386925
-9.6647,6.0335226
-9.662338,6.039437
-9.665016,6.032413
-9.665396,6.032246
-9.663667,6.032829
-9.6643715,6.032643
-9.66464,6.032359
-9.665228,6.031646
-9.664926,6.032378
-5.0566134,-1.7873938
-5.0549946,-1.7871803
-5.0536275,-1.7874471
-5.057152,-1.786737
-5.0550375,-1.7876636
-5.0554004,-1.7872015
-5.0545263,-1.7871945
-5.0464516,-1.7892603
-5.05464,-1.7874359
-5.0563374,-1.7873114
-12.6843,5.909967
-12.684015,5.9094615
-12.683898,5.9096713
-12.686028,5.9057302
-12.683964,5.9095016
-12.6841,5.9090357
-12.688984,5.8973913
-12.683373,5.910489
-12.684183,5.9092274
-12.683758,5.909954
10.738047,2.442281
10.747472,2.4327857
10.737504,2.4429657
10.73755,2.4431424
10.738777,2.441561
10.737877,2.4428856
10.736775,2.442201
10.738102,2.4433596
10.737887,2.4426973
10.738581,2.4423745
-5.883095,0.9131355
-5.882151,0.9134243
-5.8837047,0.91433585
-5.881885,0.9143902
-5.8822184,0.913204
-5.8833165,0.91415435
-5.8829117,0.9139662
-5.8829513,0.9152925
-5.883355,0.91403043
-5.882491,0.91333675
1.2578882,19.573278
1.2564503,19.572124
1.2569697,19.572191
1.2558883,19.571169
1.2504983,19.5677
1.2560623,19.572042
1.2553486,19.571726
1.2558961,19.57195
1.2553385,19.572012
1.2403237,19.558052
11.989573,7.896542
11.982331,7.902451
12.0003,7.8843694
11.987521,7.898028
11.984667,7.9001884
11.983821,7.9006543
11.981867,7.902287
11.996429,7.8883457
11.983255,7.901764
11.987249,7.8980055
-0.34727162,25.354122
-0.3472809,25.35338
-0.34734794,25.354183
-0.34750223,25.354383
-0.34748334,25.354235
-0.3471021,25.35426
-0.34749112,25.354336
-0.3475048,25.354269
-0.3474389,25.35421
-0.3474237,25.35423
-12.533164,16.000809
-12.532028,16.00108
-12.532926,16.000938
-12.533643,16.00102
-12.532098,16.001276
-12.5326,16.001022
-12.532422,16.001064
-12.532377,16.001162
-12.532746,16.001162
-12.532308,16.00105
4.8999047,8.237517
4.9189267,8.219584
4.914602,8.2230015
4.91547,8.222578
4.9145827,8.223176
4.9144306,8.223351
4.915732,8.221808
4.9137335,8.224207
4.9086556,8.229017
4.9253535,8.213532
-0.020496206,-9.414372
-0.021256827,-9.415032
-0.024826104,-9.417823
-0.02024162,-9.414287
-0.01987128,-9.414604
-0.0055488474,-9.4061
-0.02140769,-9.4157
-0.018222457,-9.408993
-0.021074338,-9.415658
-0.021018162,-9.415391
-11.791631,12.682469
-11.791404,12.682568
-11.796377,12.685857
-11.7926445,12.681919
-11.792158,12.6777725
-11.792093,12.682471
-11.791815,12.682354
-11.792084,12.683008
-11.792675,12.682251
-11.792057,12.682726
14.686737,20.802717
14.6867075,20.80213
14.686761,20.802015
14.686768,20.80285
14.687291,20.804022
14.685491,20.794004
14.687527,20.805897
14.6897545,20.81456
14.686672,20.80293
14.686712,20.802933
6.535579,4.978258
6.534243,4.9789686
6.5360103,4.9790277
6.5356274,4.977899
6.5353813,4.978263
6.5382915,4.9775596
6.535727,4.9788585
6.535725,4.9785066
6.5357723,4.979112
6.534682,4.9783716
-9.852023,10.661747
-9.852752,10.660907
-9.851373,10.660782
-9.8511715,10.662846
-9.851412,10.663
-9.852328,10.661464
-9.85123,10.660468
-9.851815,10.661077
-9.851379,10.66259
-9.851964,10.662078
-2.3811493,0.45582312
-2.381765,0.4557699
-2.3824837,0.45550886
-2.3817163,0.45552206
-2.3820753,0.45608097
-2.3812878,0.4551584
-2.3818207,0.45592007
-2.3817172,0.45589006
-2.3819625,0.45563945
-2.3809721,0.45625368
16.30794,19.563349
16.307686,19.562944
16.307951,19.563011
16.30776,19.56304
16.307808,19.563004
16.30792,19.563074
16.308043,19.563072
16.307999,19.562922
16.307968,19.563091
16.308004,19.563152
9.325841,14.120809
9.324785,14.119896
9.324023,14.120739
9.32453,14.11984
9.326427,14.12094
9.324713,14.120119
9.326865,14.119921
9.32478,14.122258
9.328874,14.117374
9.324249,14.119825
16.812635,2.0219598
16.83336,2.0017958
16.817163,2.0170467
16.817427,2.0175815
16.818617,2.0163336
16.818163,2.0169306
16.817846,2.017064
16.816393,2.017746
16.811491,2.0199325
16.817993,2.0164258
-11.049593,-6.9404583
-11.049377,-6.940547
-11.050062,-6.9405303
-11.049624,-6.9405203
-11.049571,-6.9403343
-11.049657,-6.940172
-11.050685,-6.9406486
-11.050385,-6.940666
-11.04955,-6.9404984
-11.050742,-6.9407015
-10.981829,9.431237
-10.982091,9.430577
-10.98161,9.430315
-10.981992,9.431264
-10.981934,9.430681
-10.982033,9.430617
-10.982572,9.432482
-10.981764,9.431027
-10.9814,9.432979
-10.982054,9.431126
7.1724286,-7.117429
7.1726556,-7.1192803
7.1749134,-7.1213284
7.1800733,-7.1263847
7.17296,-7.1189585
7.1752157,-7.1217036
7.1786146,-7.124091
7.17965,-7.1259613
7.1796236,-7.125965
7.1465516,-7.0925884
23.149328,-4.1332026
23.147135,-4.1340747
23.150715,-4.1324143
23.15053,-4.1324973
23.14976,-4.1331043
23.149292,-4.132991
23.15047,-4.132537
23.150618,-4.1323276
23.149351,-4.1331396
23.149925,-4.1328354
13.541298,0.59868497
13.542381,0.59617335
13.542884,0.5924426
13.543264,0.5945862
13.538053,0.5783228
13.541532,0.59220123
13.54151,0.59123576
13.542412,0.5952091
13.54234,0.59571385
13.543213,0.5945633
4.7506413,-6.1974664
4.7437315,-6.1850467
4.7476606,-6.189248
4.747555,-6.1887407
4.7474337,-6.1884966
4.746594,-6.1872816
4.7461843,-6.1869555
4.7464075,-6.1871066
4.7466917,-6.1873083
4.747677,-6.188246
-0.94036615,1.4348754
-0.94019413,1.4350141
-0.9499474,1.4382694
-0.9378009,1.4346062
-0.9387319,1.4342725
-0.94417566,1.4356213
-0.9371708,1.434137
-0.93408364,1.4327658
-0.93813294,1.4341426
-0.94151497,1.4351152
14.95611,13.811639
14.957975,13.811559
14.956287,13.811417
14.956345,13.811389
14.956331,13.810634
14.95667,13.811909
14.95619,13.81181
14.956333,13.811565
14.956403,13.811596
14.95623,13.811678
-8.535903,4.9207416
-8.536789,4.9208865
-8.529768,4.91555
-8.533661,4.9185967
-8.536507,4.921283
-8.538679,4.9223223
-8.536304,4.921025
-8.536956,4.921506
-8.5374365,4.921479
-8.536554,4.921246
6.6886134,-9.825557
6.6885176,-9.826324
6.6888013,-9.825576
6.6876626,-9.826265
6.6893263,-9.825654
6.6888022,-9.825873
6.6889052,-9.825761
6.6889915,-9.825565
6.6890793,-9.825564
6.6895733,-9.825067
13.157666,8.845112
13.156684,8.844498
13.1574135,8.846634
13.154096,8.847059
13.158012,8.84409
13.15666,8.845544
13.156996,8.845409
13.157566,8.844044
13.175359,8.828677
13.157952,8.843972
15.548294,-7.4790397
15.547492,-7.478557
15.548699,-7.4797444
15.548329,-7.479286
15.548305,-7.4793744
15.548322,-7.4792953
15.548185,-7.479372
15.548805,-7.479967
15.546641,-7.4785123
15.550127,-7.4806952
-7.38555,19.368923
-7.3855824,19.368769
-7.385275,19.369041
-7.385463,19.36917
-7.385823,19.36885
-7.3854604,19.369013
-7.3856444,19.368378
-7.385622,19.36888
-7.3856034,19.368881
-7.3854194,19.368921
12.149787,-9.924839
12.150932,-9.923843
12.14882,-9.925103
12.148532,-9.923462
12.150696,-9.925476
12.15072,-9.925697
12.1516,-9.926114
12.150858,-9.925222
12.150658,-9.925337
12.14985,-9.924836
