x,y,id
-0.006055193843868584,0.009146840224854947,0
-0.006055193987105882,0.00914684089047795,1
-0.006055193989746433,0.009146840901500622,2
-0.006055193990856572,0.009146840905189685,3
-0.0060551939878209496,0.009146840885690325,4
-0.006055193843868584,0.009146840224854947,5
-0.00605519384311945,0.009146840221428741,6
-0.00605519398499832,0.009146840872261305,7
-0.00605519380741047,0.009146840052979388,8
-0.006055193844796645,0.009146840226137662,9
-0.005430076461070571,0.013564578098876906,10
-0.005430076316335005,0.013564577426401488,11
-0.005430075782904354,0.013564574953114866,12
-0.00543007645896301,0.013564578080660259,13
-0.005430076461070571,0.013564578098876906,14
-0.00543007645896301,0.013564578080660259,15
-0.005430076463108771,0.013564578103848682,16
-0.005430075961989826,0.013564575789694652,17
-0.005430076463108771,0.013564578103848682,18
-0.005430076316335005,0.013564577426401488,19
-0.007287848164535882,0.008639020298826846,20
-0.007287848062155186,0.008639019829687244,21
-0.007287848452823076,0.008639021636525707,22
-0.007287848456786759,0.008639021657307781,23
-0.0072878480987922266,0.008639019999419312,24
-0.007287848385507353,0.008639021326702849,25
-0.0072878480255181444,0.008639019659955177,26
-0.007287848382898946,0.008639021316161373,27
-0.007287848382898946,0.008639021316161373,28
-0.007287848185515458,0.008639020401479137,29
-0.012328919524988447,0.004088005015300241,30
-0.012328919492450493,0.004088004868094181,31
-0.01232891952802407,0.004088005034799601,32
-0.012328918665530365,0.0040880010362069645,33
-0.01232891952802407,0.004088005034799601,34
-0.012328919524988447,0.004088005015300241,35
-0.012328919527811077,0.004088005028729262,36
-0.012328919203848968,0.004088003530794879,37
-0.012328919524988447,0.004088005015300241,38
-0.012328919239736875,0.004088003697100741,39
-0.013888931335684864,0.015312041558684077,40
-0.013888931260873429,0.015312041206572995,41
-0.013888931335684864,0.015312041558684077,42
-0.01388893140236038,0.015312041853478712,43
-0.013888931337183132,0.015312041565536491,44
-0.013888931411680239,0.015312041918047132,45
-0.013888931406537056,0.015312041880331126,46
-0.013888931408644617,0.015312041898547771,47
-0.013888931333150088,0.015312041531509547,48
-0.013888931341361037,0.01531204158920611,49
-0.013595558723504639,0.009619136695354668,50
-0.01359555835929587,0.009619135001855662,51
-0.013595558719358879,0.009619136672166245,52
-0.013595558670414324,0.009619136454454202,53
-0.013595558722355414,0.009619136685871072,54
-0.013595558511534734,0.00961913571805848,55
-0.013595558687003,0.009619136527366534,56
-0.013595558648506686,0.009619136350519197,57
-0.013595558715395195,0.00961913665138417,58
-0.013595558649434748,0.009619136351801911,59
-0.01008127715466159,-0.0020954989085985426,60
-0.010081278552438278,-0.0020954924349173517,61
-0.010081278660101998,-0.0020954919359997687,62
-0.010081278548218718,-0.0020954924616686846,63
-0.010081277996101921,-0.0020954950162211067,64
-0.010081278663137622,-0.0020954919165004082,65
-0.010081278659173938,-0.002095491937282483,66
-0.01008127866220956,-0.0020954919177831226,67
-0.010081278587142247,-0.002095492275863463,68
-0.010081278664643473,-0.0020954919082088195,69
0.0038128956916444203,-0.021763337910511073,70
0.0038128960158195216,-0.021763339414515796,71
0.003812895758532928,-0.02176333821137605,72
0.0038128958722678935,-0.02176333874929235,73
0.0038128956895368588,-0.021763337892294427,74
0.0038128956895368588,-0.021763337892294427,75
0.003812895941936146,-0.021763339063687426,76
0.0038128961542279655,-0.02176334004202323,77
0.003812895834272425,-0.021763338564769842,78
0.0038128956855731757,-0.021763337871512353,79
0.00240524990685852,-0.02128902442136392,80
0.002405250295554252,-0.021289026211729668,81
0.002405249826899462,-0.02128902404121879,82
0.002405251450038519,-0.02128903157251594,83
0.0024052498338987677,-0.021289024081500223,84
0.0024052499905070426,-0.02128902479812985,85
0.002405250157145808,-0.021289025584222233,86
0.0024052501520026243,-0.021289025546506225,87
0.0024052502824976046,-0.021289026160323486,88
0.002405250294626191,-0.021289026210446954,89
-0.010781763684176453,-0.0010678004329671938,90
-0.01078176408223493,-0.0010677985781341044,91
-0.01078176408012737,-0.0010677985963507505,92
-0.010781764085985619,-0.0010677985634223687,93
-0.010781763935391802,-0.0010677992688261668,94
-0.010781764007167616,-0.0010677989362144447,95
-0.010781764013025868,-0.0010677989032860631,96
