x,y,ађСа
-0.012077258582725748,0.017695978745751698,86
-0.01207725856199755,0.017695978713825354,87
-0.012077258863900528,0.017695979263966394,88
-0.012077258887438108,0.017695979309851544,89
-0.008863927699386992,-0.006230362079856287,90
-0.0088639267899209,-0.006230363744706962,91
-0.008863926800217758,-0.006230363729532551,92
-0.008863926783156935,-0.0062303637582992975,93
-0.008863927129630668,-0.006230363125662776,94
-0.008863926966843147,-0.00623036342446463,95
-0.008863926949782322,-0.006230363453231377,96
-0.008863926800217758,-0.006230363729532551,97
-0.00886392695654629,-0.006230363439639041,98
-0.008863927369539176,-0.006230362684723703,99
-0.00799509745263492,-0.009401592162458752,100
-0.007995097612630826,-0.009401591869405647,101
-0.007995097617692688,-0.009401591860909943,102
-0.007995097463066262,-0.00940159214570682,103
-0.007995097456571265,-0.009401592156144117,104
-0.007995097463066262,-0.00940159214570682,105
-0.00799509753666004,-0.009401592011307596,106
-0.007995097791046036,-0.00940159154377864,107
-0.007995097629691651,-0.0094015918406389,108
-0.007995097461498641,-0.009401592149225934,109
-0.008511883942157565,-0.019838647347811725,110
-0.008511883867527773,-0.019838647483620315,111
-0.008511883699543905,-0.01983864779249539,112
-0.008511883862331426,-0.01983864749369354,113
-0.008511883698110768,-0.019838647794436986,114
-0.00851188386089829,-0.01983864749563513,115
-0.008511883709013025,-0.019838647775158463,116
-0.00851188386246591,-0.01983864749211602,117
-0.00851188386246591,-0.01983864749211602,118
-0.00851188369967839,-0.01983864779091787,119
-0.03437632007167162,0.002424622101135371,120
-0.034376320067533335,0.0024246220954491833,121
-0.03437632015703774,0.0024246222583798834,122
-0.03437632039941508,0.002424622701920827,123
-0.03437632007167162,0.002424622101135371,124
-0.03437632007167162,0.002424622101135371,125
-0.0343763202384315,0.002424622407780809,126
-0.034376320147069345,0.002424622240196432,127
-0.03437632007167162,0.002424622101135371,128
-0.03437632005033803,0.002424622065104918,129
-0.01920210128215547,-0.007845834428630617,130
-0.01920210201853718,-0.007845833077756206,131
-0.019202102232452924,-0.007845832687501959,132
-0.019202101849071836,-0.007845833388895329,133
-0.019202101784787238,-0.007845833509207057,134
-0.019202101448780855,-0.007845834123562696,135
-0.0192021014471114,-0.007845834126647014,136
-0.019202101448780855,-0.007845834123562696,137
-0.019202102384674617,-0.007845832407029553,138
-0.019202102110227798,-0.007845832913180868,139
-0.005702294425314469,-0.009283209199233327,140
-0.005702294333489367,-0.009283209365386184,141
-0.005702294253192314,-0.00928320951379459,142
-0.005702293922817182,-0.009283210117079365,143
-0.005702294292792487,-0.009283209440086647,144
-0.005702293922682697,-0.009283210118656885,145
-0.005702293922682697,-0.009283210118656885,146
-0.005702294006379355,-0.00928320996449669,147
-0.005702293922817182,-0.009283210117079365,148
-0.005702294089308086,-0.009283209813588964,149
-0.005434961369784757,-0.0066933147070382245,150
-0.005434961447839607,-0.006693314563805932,151
-0.005434961859714941,-0.006693313807113548,152
-0.005434961286255235,-0.006693314857608585,153
-0.005434961611695792,-0.006693314261582396,154
-0.005434961385537239,-0.006693314682352519,155
-0.005434961532572277,-0.00669331440823637,156
-0.005434961463177479,-0.006693314537366254,157
-0.00543496128612075,-0.006693314859186105,158
-0.00543496128612075,-0.006693314859186105,159
-0.012534619754065663,0.009299220798918893,160
-0.012534619587574758,0.009299220495428492,161
-0.012534619608302957,0.009299220527354834,162
-0.012534619591242132,0.009299220498588088,163
-0.012534619577143417,0.009299220478676562,164
-0.01253461970218503,0.00929922067812221,165
-0.012534619597871615,0.009299220510602904,166
-0.012534619833891801,0.009299220944800707,167
-0.012534619815625226,0.009299220907123219,168
-0.012534620090072045,0.009299221413274533,169
-0.013621020044437956,0.016276669324249583,170
-0.013621020207225477,0.016276669623051437,171
-0.013621020384282208,0.01627666994487129,172
-0.013621020044572442,0.016276669325827102,173
-0.01362102070985725,0.016276670542474996,174
-0.013621020536638388,0.01627667022692121,175
-0.013621020211063345,0.016276669629317505,176
-0.013621020289118196,0.016276669772549796,177
-0.013621020055003784,0.01627666934257903,178
-0.013621020207225477,0.016276669623051437,179
-0.01244372052740716,0.01074019244301278,180
-0.012443721174853862,0.01074019363353165,181
-0.012443720354188297,0.010740192127458996,182
-0.012443720354322781,0.010740192129036515,183
-0.012443720354188297,0.010740192127458996,184
-0.012443720516975818,0.01074019242626085,185
-0.012443720187697392,0.010740191823968594,186
-0.01244372044217553,0.010740192287345787,187
-0.012443720185995287,0.010740191818871961,188
-0.012443720934510447,0.010740193191594935,189
-0.005673022649574862,-0.00789479700601077,190
-0.0056730228923590155,-0.007894796558220632,191
-0.005673022654636723,-0.007894796997515068,192
-0.0056730226426377605,-0.007894797017786111,193
-0.005673022973752776,-0.007894796408819705,194
-0.005673022633908525,-0.00789479702944141,195
-0.00567302281083077,-0.007894796709199077,196
-0.005673022665068065,-0.007894796980763136,197
-0.0056730226442053815,-0.007894797014266998,198
-0.00567302263377404,-0.007894797031018929,199
-0.0023023549138406203,-0.011969538263437047,200
-0.0023023552432535296,-0.011969537659567271,201
-0.002302354903543764,-0.011969538278611457,202
-0.0023023549138406203,-0.011969538263437047,203
-0.002302355165661628,-0.011969537804231085,204
-0.0023023552432535296,-0.011969537659567271,205
-0.0023023549029383646,-0.01196953828271557,206
-0.002302355091031835,-0.011969537940039675,207
-0.0023023550806004936,-0.011969537956791607,208
-0.002302355075538632,-0.011969537965287309,209
-0.009945635131799775,0.01472125444293896,210
-0.009945635284155955,0.014721254724988883,211
-0.009945636423668604,0.014721256816601863,212
-0.009945634802521352,0.014721253840646705,213
-0.009945635535065197,0.014721255185255048,214
-0.009945635528471723,0.014721255174769184,215
-0.009945634958715399,0.014721254128962694,216
-0.009945635446943477,0.014721255023790738,217
-0.009945635691259244,0.014721255473571037,218
-0.009945634802521352,0.014721253840646705,219
-0.011547993540270658,-0.001030700572481719,220
-0.011547992988010063,-0.001030701588523821,221
-0.011547992988010063,-0.001030701588523821,222
-0.011547993231122681,-0.001030701143742722,223
-0.011547992988144549,-0.0010307015869463016,224
-0.011547992988010063,-0.001030701588523821,225
-0.011547992988144549,-0.0010307015869463016,226
-0.011547992988144549,-0.0010307015869463016,227
-0.011547992977713207,-0.0010307016036982322,228
-0.011547992988144549,-0.0010307015869463016,229
-0.014517880399851885,0.023585841905238377,230
-0.014517879744998418,0.023585840705342413,231
-0.014517880725561413,0.023585842504419603,232
-0.014517880074276844,0.023585841307634667,233
-0.014517880568062382,0.02358584221153921,234
-0.014517880074411328,0.023585841309212187,235
-0.01451787975542976,0.023585840722094343,236
-0.014517879909954352,0.023585841007326018,237
-0.014517880166101945,0.023585841473787526,238
-0.014517880155805088,0.023585841458613116,239
-0.029039892873191232,-0.008173583516163251,240
-0.02903989150115264,-0.008173586036997445,241
-0.029039891759737615,-0.008173585564199145,242
-0.029039892228199717,-0.008173584701882444,243
-0.02903989196158813,-0.0081735851871082,244
-0.029039892237668837,-0.008173584684545513,245
-0.029039891733334957,-0.008173585609065706,246
-0.02903989223090487,-0.008173584698137849,247
-0.029039891732110964,-0.008173585611295343,248
-0.02903989173224545,-0.008173585609717824,249
-0.018763546321593716,0.007139133458602368,250
-0.018763546398060098,0.007139133601085111,251
-0.01876354648992121,0.0071391337687669205,252
-0.018763546323161337,0.007139133462121481,253
-0.01876354632329582,0.007139133463699,254
-0.01876354632329582,0.007139133463699,255
-0.018763546312729994,0.007139133445369551,256
-0.01876354648992121,0.0071391337687669205,257
-0.018763546306234998,0.007139133434932254,258
-0.01876354632329582,0.007139133463699,259
0.0012085666264216115,-0.01911733519469423,260
0.0012085668139096826,-0.01911733553326601,261
0.0012085668205391652,-0.019117335545280827,262
0.001208566382374814,-0.019117334748068968,263
0.0012085667931814848,-0.019117335501339667,264
0.0012085668183169401,-0.019117335542107237,265
0.001208566803478341,-0.01911733551651408,266
0.0012085664757348871,-0.01911733491572862,267
0.0012085668036128264,-0.0191173355180916,268
0.0012085661486248745,-0.019117334316618117,269
-0.01568828345581821,0.0018871980953553112,270
-0.015688283128042105,0.0018871974925575386,271
-0.015688283293030687,0.0018871977965534573,272
-0.01568828418846389,0.0018871994395288588,273
-0.015688284039344785,0.001887199164082366,274
-0.015688283632375982,0.0018871984170777307,275
-0.0156882834166563,0.0018871980221616465,276
-0.01568828311931287,0.0018871974809022412,277
-0.015688283123114728,0.0018871974856393555,278
-0.015688283306666457,0.0018871978178965035,279
-0.031071660194881105,0.021800623756354057,280
-0.031071660092454167,0.021800623570342795,281
-0.031071660109514992,0.021800623599109545,282
-0.031071660099218135,0.02180062358393513,283
-0.031071660439062388,0.021800624204556838,284
-0.0310716603471028,0.02180062403682646,285
-0.031071660276274865,0.021800623905754983,286
-0.031071660265843525,0.021800623889003053,287
-0.031071660099083652,0.02180062358235761,288
-0.031071660764502945,0.021800624800583025,289
-0.031109203390575355,0.017903960908274855,290
-0.031109203232813687,0.01790396061643975,291
-0.031109203709520916,0.017903961493863745,292
-0.031109203563794218,0.01790396122382864,293
-0.031109203202481884,0.01790396056559896,294
-0.031109203213384142,0.017903960584877483,295
-0.031109203380144015,0.01790396089152292,296
-0.031109203213518625,0.017903960586455003,297
-0.031109203222382347,0.01790396059968782,298
-0.0311092036948168,0.017903961469848108,299
-0.02513991668624913,0.005151054997548998,300
-0.025139916706977326,0.00515105502947534,301
-0.025139916863171373,0.005151055317791329,302
-0.02513991694029236,0.005151055459928549,303
-0.02513991685654189,0.005151055305776514,304
-0.025139917117783996,0.005151055782746041,305
-0.02513991668184187,0.005151054988707771,306
-0.025139916859333505,0.005151055311525263,307
-0.02513991670283904,0.005151055023789152,308
-0.025139916861603752,0.005151055314272217,309
-0.032430208484462736,0.013668183584907453,310
-0.03243020774808102,0.013668182234033042,311
-0.03243020825071279,0.013668183153456602,312
-0.03243020807749393,0.013668182837902816,313
-0.03243020816931903,0.013668183004055675,314
-0.03243020791470641,0.013668182539100963,315
-0.03243020791457193,0.013668182537523443,316
-0.03243020775851237,0.013668182250784972,317
-0.03243020811819081,0.01366818291260328,318
-0.03243020774808102,0.013668182234033042,319
-0.02516563951503241,-0.004598690866278291,320
-0.02516563975892356,-0.004598690419210074,321
-0.02516563959350007,-0.004598690724203634,322
-0.02516563951503241,-0.004598690866278291,323
-0.025165639519170696,-0.0045986908605921036,324
-0.02516563952960204,-0.004598690843840172,325
-0.025165639519305182,-0.004598690859014584,326
-0.025165639929977366,-0.0045986901073214025,327
-0.02516563976732433,-0.004598690404545736,328
-0.025165639513330302,-0.004598690871374924,329
-0.03047386569005035,0.0071751961506533795,330
-0.030473865624248267,0.007175196026548653,331
-0.030473866190068248,0.0071751970660405085,332
-0.030473866092613378,0.007175196887471359,333
-0.03047386553905265,0.007175195872410612,334
-0.030473865284440026,0.0071751954074559,335
-0.030473865288241885,0.0071751954121930155,336
-0.030473865284440026,0.0071751954074559,337
-0.030473865294871366,0.00717519542420783,338
-0.03047386603125308,0.007175196775082241,339
-0.030087102977086375,0.006211324299798618,340
-0.030087102825335596,0.006211324021852806,341
-0.030087102821062823,0.006211324014589099,342
-0.030087104116599026,0.006211326391411596,343
-0.03008710342475206,0.006211325121503716,344
-0.030087102814298855,0.006211324000996763,345
-0.030087102815866476,0.006211324004515877,346
-0.030087103228031625,0.006211324761593734,347
-0.03008710322283528,0.006211324751520512,348
-0.030087102978788482,0.0062113243048952495,349
-0.024624857056230538,-0.021992960679518093,350
-0.024624856309417482,-0.021992962047144432,351
-0.024624856633923862,-0.021992961452962406,352
-0.02462485647113634,-0.02199296175176426,353
-0.024624856516739752,-0.02199296166737605,354
-0.024624856476042872,-0.021992961742076513,355
-0.02462485655586901,-0.0219929615961947,356
-0.02462485631971434,-0.02199296203197002,357
-0.024624858755068167,-0.021992957558850553,358
-0.024624856309417482,-0.021992962047144432,359
-0.03189835497057423,-0.0015968691697096033,360
-0.03189835546777967,-0.001596868257301659,361
-0.03189835498604659,-0.001596869141692407,362
-0.031898354731433966,-0.0015968696066471172,363
-0.03189835473129948,-0.0015968696082246366,364
-0.031898354568646446,-0.001596869905448972,365
-0.03189835565792487,-0.0015968679145586479,366
-0.031898354650040206,-0.0015968697560480429,367
-0.03189835466047155,-0.0015968697392961132,368
-0.03189835480792119,-0.0015968694669339387,369
-0.015815504817768253,0.027822830736156757,370
-0.015815504569749107,0.02782283028168791,371
-0.01581550399999278,0.02782282923588142,372
-0.01581550399493092,0.027822829227385718,373
-0.01581550441079945,0.02782282998915212,374
-0.01581550433477517,0.02782282984800742,375
-0.015815503993228813,0.027822829222289087,376
-0.015815504153311184,0.027822829517346347,377
-0.015815504404035483,0.027822829975559786,378
-0.015815504090593888,0.02782282939980464,379
0.0029235159599226286,0.005401055396492716,380
0.0029235159599226286,0.005401055396492716,381
0.0029235158889602095,0.005401055529141713,382
0.0029235159599226286,0.005401055396492716,383
0.0029235159599226286,0.005401055396492716,384
0.0029235155491159587,0.005401056149763418,385
0.002923515949491287,0.005401055413244647,386
0.0029235155491159587,0.005401056149763418,387
0.0029235156513724016,0.005401055966858631,388
0.002923515671206599,0.005401055925662028,389
0.0055981438742544075,-0.009571261436637637,390
0.0055981438758220285,-0.00957126144015675,391
0.005598143869058061,-0.009571261426564415,392
0.005598143874119922,-0.009571261435060117,393
0.0055981436921358155,-0.009571261106322082,394
0.005598143783862441,-0.009571261272426374,395
0.005598143695973683,-0.00957126111258815,396
0.005598143865256202,-0.0095712614218273,397
0.005598143766936102,-0.009571261245237146,398
0.005598143869058061,-0.009571261426564415,399
5.841423299125918e-05,-0.0004581110950029032,400
5.841456240416873e-05,-0.00045811169887267797,401
5.8413988944462384e-05,-0.0004581106483776413,402
5.841458326685162e-05,-0.00045811173237653906,403
5.841456240416873e-05,-0.00045811169887267797,404
5.841439961664755e-05,-0.00045811140007082383,405
5.841455197282731e-05,-0.0004581116821207474,406
5.841456240416873e-05,-0.00045811169887267797,407
5.841455197282731e-05,-0.0004581116821207474,408
5.841456253865371e-05,-0.0004581117004501972,409
-0.0049046914236172395,0.00908755126962684,410
-0.00490469127126106,0.009087550987576916,411
-0.004904691104635672,0.009087550682508995,412
-0.004904691104635672,0.009087550682508995,413
-0.004904691458908632,0.009087551334542124,414
-0.004904691586404761,0.009087551568428694,415
-0.004904693295673734,0.009087554705848162,416
-0.004904691175598091,0.009087550815157993,417
-0.004904691433914097,0.009087551284801251,418
-0.004904691087574848,0.00908755065374225,419
-0.0031722682834936598,0.0009916026689716275,420
-0.003172268538106283,0.0009916031339263392,421
-0.003172268202099899,0.0009916025195707003,422
-0.003172268538106283,0.0009916031339263392,423
-0.0031722685786686783,0.0009916032070492835,424
-0.00317226886354684,0.000991603729952528,425
-0.003172268853115499,0.0009916037132005975,426
-0.0031722683648874204,0.0009916028183725545,427
-0.003172268375318762,0.000991602835124485,428
-0.0031722680457713674,0.000991602229677191,429
-0.004550394447822337,0.001674543999770121,430
-0.004550394128975253,0.001674543414229796,431
-0.004550394108112571,0.001674543380725935,432
-0.004550394285034815,0.0016745437009682668,433
-0.004550394580478804,0.0016745442422009614,434
-0.004550394941688865,0.0016745449060094305,435
-0.004550394447822337,0.001674543999770121,436
-0.004550394371932541,0.0016745438602029411,437
-0.0045503943768599175,0.0016745438671211244,438
-0.004550394366428576,0.0016745438503691938,439
0.0025983419035247157,-0.007179630712673459,440
0.002598342147705997,-0.00717963116087624,441
0.002598342147705997,-0.00717963116087624,442
0.0025983421372746556,-0.007179631144124309,443
0.0025983421529023436,-0.007179631170949463,444
0.0025983421527678587,-0.007179631169371943,445
0.0025983419101181897,-0.0071796307231593234,446
0.002598341944221596,-0.007179630787373922,447
0.0025983421372746556,-0.007179631144124309,448
0.0025983421372746556,-0.007179631144124309,449
-0.004364388339151894,-0.007640487930519774,450
-0.004364387737931053,-0.007640489029688526,451
-0.004364387911320409,-0.00764048871102827,452
-0.004364388247326793,-0.007640488096672632,453
-0.004364388660319679,-0.007640487341757292,454
-0.004364388003145511,-0.007640488544875412,455
-0.004364388413781688,-0.007640487794711182,456
-0.004364387765423219,-0.007640488984169849,457
-0.004364388176364373,-0.007640488229321628,458
-0.004364388176364373,-0.007640488229321628,459
-0.003288878886251925,-0.009629304487723757,460
-0.003288878903312749,-0.00962930445895701,461
-0.0032888790743453955,-0.009629304145047863,462
-0.0032888793965815274,-0.00962930355361279,463
-0.003288878992951635,-0.00962930429444879,464
-0.0032888793185266775,-0.009629303696845082,465
-0.0032888792369984315,-0.009629303847823527,466
-0.003288879518672168,-0.009629303329511398,467
-0.003288879313383826,-0.009629303707675552,468
-0.0032888793135183113,-0.009629303706098033,469
-0.0016482008982700062,-0.009835779536057788,470
-0.001648200918998204,-0.009835779504131446,471
-0.0016482009085668624,-0.009835779520883376,472
-0.001648200918998204,-0.009835779504131446,473
-0.0016482014113331199,-0.009835778599882298,474
-0.0016482012485455986,-0.009835778898684151,475
-0.0016482010751922513,-0.009835779215815455,476
-0.001648200918998204,-0.009835779504131446,477
-0.0016482009191326893,-0.009835779502553927,478
-0.001648201350667557,-0.009835778717356884,479
0.0011459311082256966,-0.012256637886060436,480
0.0011459316280167697,-0.012256638834299309,481
0.0011459317143379065,-0.01225663899061842,482
0.0011459318551732352,-0.012256639255264296,483
0.0011459315361916674,-0.012256638668146452,484
0.0011459316070196012,-0.012256638799217928,485
0.0011459313073691041,-0.012256638243613784,486
0.0011459316071540865,-0.012256638800795448,487
0.0011459312066802814,-0.01225663806422811,488
0.0011459315256258415,-0.012256638649817,489
-0.0322301159856863,0.040741286090101775,490
-0.032230116304667863,0.04074128667721962,491
-0.03223011761342703,0.0407412890765428,492
-0.03223011702664588,0.040741288003498514,493
-0.03223011637545979,0.040741286806762145,494
-0.03223011619796816,0.04074128648394466,495
-0.032230116141880344,0.040741286378417764,496
-0.03223011598555181,0.04074128608852426,497
-0.0322301159856863,0.040741286090101775,498
-0.03223011597525496,0.04074128607334985,499
-0.031025672643889408,0.0333894915631395,500
-0.031025673057487695,0.03338949232215895,501
-0.031025672477434513,0.03338949126117805,502
-0.031025672644059903,0.033389491566245974,503
-0.031025673004926337,0.033389492228764965,504
-0.031025672643925417,0.03338949156466845,505
-0.031025672708258355,0.033389491685302634,506
-0.031025673061460046,0.03338949233000254,507
-0.031025672481236374,0.033389491265915165,508
-0.031025672815711145,0.03338949187828064,509
-0.0056090710271374305,-0.012670782002173569,510
-0.005609069395424352,-0.012670784996458177,511
-0.005609070050412304,-0.012670783794984694,512
-0.005609069551618399,-0.012670784708142186,513
-0.00560906938499301,-0.012670785013210107,514
-0.0056090695620497405,-0.012670784691390257,515
-0.005609069474026497,-0.012670784852806,516
-0.005609070375987345,-0.012670783197380986,517
-0.005609069395424352,-0.012670784996458177,518
-0.005609069558211873,-0.012670784697656323,519
-0.002015739424086491,-0.0195310866683465,520
-0.002015739176201827,-0.019531087121237828,521
-0.0020157395054802526,-0.019531086518945574,522
-0.0020157394242209773,-0.01953108666676898,523
-0.0020157391760673425,-0.019531087122815347,524
-0.0020157394917601373,-0.019531086542140023,525
-0.0020157393426927313,-0.01953108681774743,526
-0.0020157391760673425,-0.019531087122815347,527
-0.0020157391760673425,-0.019531087122815347,528
-0.002015739327387509,-0.01953108684217479,529
-0.00473008951276648,-0.02126297321248465,530
-0.0047300893641136835,-0.021262973489846026,531
-0.004730089611000117,-0.02126297303789865,532
-0.004730089210660798,-0.02126297377288847,533
-0.0047300891211563955,-0.02126297393581917,534
-0.004730089368386457,-0.02126297348258232,535
-0.004730089104095572,-0.021262973964585916,536
-0.004730089105663193,-0.021262973961066804,537
-0.004730089344080219,-0.021262973526857833,538
-0.004730089759083523,-0.021262972763112436,539
-0.0062830763595863376,-0.01605853354863015,540
-0.006283076102703467,-0.016058534016331814,541
-0.006283075933286464,-0.016058534327148485,542
-0.006283076432116377,-0.01605853341246204,543
-0.006283075939915947,-0.01605853431513367,544
-0.006283075954754546,-0.016058534289540512,545
-0.006283075933286464,-0.016058534327148485,546
-0.006283075938348326,-0.016058534318652784,547
-0.006283076097508603,-0.016058534027750464,548
-0.006283076361588864,-0.016058533544113397,549
-0.016400389284554288,0.007014939204263076,550
-0.016400388877585485,0.00701493845725844,551
-0.016400389279492427,0.007014939195767373,552
-0.016400388700057843,0.007014938132911996,553
-0.016400389203160528,0.007014939054862148,554
-0.01640038902344667,0.007014938728871067,555
-0.01640038902673724,0.007014938734717248,556
-0.016400389132198108,0.007014938922213152,557
-0.0164003886896265,0.007014938116160065,558
-0.016400388700528755,0.007014938135438589,559
-0.016322913343154697,0.004007355376872978,560
-0.01632291332845058,0.00400735535285734,561
-0.01632291352034591,0.004007355700270348,562
-0.016322913332723354,0.004007355360121047,563
-0.016322913343154697,0.004007355376872978,564
-0.016322913911821512,0.004007356422027351,565
-0.016322913993080786,0.004007356569850758,566
-0.016322913748899506,0.004007356121647977,567
-0.016322913743530024,0.004007356113391749,568
-0.016322913845920953,0.004007356297874056,569
-0.013223602052600737,-0.008041199011847477,570
-0.013223602059095734,-0.00804119900141018,571
-0.013223602469113317,-0.008041198249371473,572
-0.013223602554001318,-0.008041198094993957,573
-0.013223602219226126,-0.008041198706779556,574
-0.013223602470471796,-0.008041198245564317,575
-0.013223602389078035,-0.008041198394965244,576
-0.013223602304758175,-0.008041198551692441,577
-0.01322360287194383,-0.008041197508053025,578
-0.013223602052466253,-0.008041199013424996,579
-0.010787348388336428,-0.013381745514794213,580
-0.010787348142587526,-0.013381745966516107,581
-0.010787348549556328,-0.013381745219511472,582
-0.010787348551123949,-0.013381745215992358,583
-0.010787348551258433,-0.013381745214414839,584
-0.010787348552658603,-0.01338174521523465,585
-0.010787348469864674,-0.013381745363815766,586
-0.010787351969661895,-0.013381738941153423,587
-0.010787348556185811,-0.013381745207496656,588
-0.010787348388470914,-0.013381745513216694,589
-0.005983192028504699,-0.01921951797583047,590
-0.005983191467612095,-0.019219519008404143,591
-0.005983191057718443,-0.019219519757810208,592
-0.005983191214567094,-0.01921951946983974,593
-0.0059831936106211694,-0.019219515071008095,594
-0.005983191275927391,-0.019219519357450622,595
-0.005983191210074623,-0.019219519475760283,596
-0.005983191220505965,-0.019219519459008353,597
-0.005983191142950071,-0.019219519602143215,598
-0.0059831910523489625,-0.019219519766066437,599
-0.004557492402991769,-0.012642562305756734,600
-0.0045574924031262535,-0.012642562304179214,601
-0.00455749362787053,-0.012642560056899241,602
-0.004557492396496772,-0.01264256231619403,603
-0.00455749297658596,-0.012642561253684178,604
-0.0045574924031262535,-0.012642562304179214,605
-0.0045574924031262535,-0.012642562304179214,606
-0.004557492457722583,-0.012642562205382431,607
-0.004557492396496772,-0.01264256231619403,608
-0.004557492888697203,-0.012642561413522402,609
-0.01617630441132362,-0.004304960594458205,610
-0.01617630469890693,-0.004304960067810365,611
-0.016176304506024367,-0.004304960421454281,612
-0.01617630449114976,-0.004304960448576391,613
-0.01617630425124125,-0.004304960889515465,614
-0.016176304258005217,-0.004304960875923129,615
-0.016176304247102962,-0.004304960895201652,616
-0.016176304495557018,-0.004304960439735165,617
-0.016176304258005217,-0.004304960875923129,618
-0.016176304246968476,-0.004304960896779172,619
0.0048107781864825385,-0.012913966475430068,620
0.004810777318643337,-0.012913964877538547,621
0.004810778359566916,-0.012913966789406333,622
0.004810778440960677,-0.01291396693880726,623
0.004810778359566916,-0.012913966789406333,624
0.004810778603882683,-0.012913967239186632,625
0.004810778196779395,-0.01291396649060448,626
0.0048107783491355745,-0.012913966772654403,627
0.004810778278307641,-0.012913966641582925,628
0.0048107766755277545,-0.012913963699071895,629
0.006015618959980838,-0.013526165852047833,630
0.006015618796913192,-0.013526165556577471,631
0.006015619041374598,-0.01352616600144876,632
0.006015619022079537,-0.013526165971464013,633
0.006015618852662533,-0.013526165660647342,634
0.0060156190405855105,-0.013526166000216765,635
0.006015619031077742,-0.013526165986274348,636
0.006015619041374598,-0.01352616600144876,637
0.006015619025881396,-0.013526165976201127,638
0.0060156190405855105,-0.013526166000216765,639
-0.0014285418074581073,0.0068033015340307375,640
-0.001428541800730148,0.006803301521967354,641
-0.0014285423770799461,0.006803302578259707,642
